350.0;79.0
352.0;88.0
354.0;83.0
356.0;81.0
358.0;88.0
360.0;116.0
362.0;123.0
364.0;102.0
366.0;134.0
368.0;195.0
370.0;280.0
372.0;464.0
374.0;751.0
376.0;1221.0
378.0;2497.0
380.0;4911.0
382.0;9357.0
384.0;16101.0
386.0;26175.0
388.0;40633.0
390.0;55582.0
392.0;73506.0
394.0;90475.0
396.0;98687.0
398.0;91560.0
400.0;64810.0
402.0;35712.0
404.0;16178.0
406.0;7059.0
408.0;3372.0
410.0;1688.0
412.0;1053.0
414.0;796.0
416.0;608.0
418.0;552.0
420.0;541.0
422.0;533.0
424.0;459.0
426.0;453.0
428.0;442.0
430.0;409.0
432.0;385.0
434.0;380.0
436.0;390.0
438.0;362.0
440.0;403.0
442.0;361.0
444.0;370.0
446.0;366.0
448.0;374.0
450.0;402.0
452.0;424.0
454.0;450.0
456.0;425.0
458.0;450.0
460.0;395.0
462.0;329.0
464.0;331.0
466.0;311.0
468.0;255.0
470.0;227.0
472.0;233.0
474.0;219.0
476.0;210.0
478.0;192.0
480.0;203.0
482.0;175.0
484.0;171.0
486.0;189.0
488.0;159.0
490.0;159.0
492.0;169.0
494.0;173.0
496.0;172.0
498.0;140.0
500.0;146.0
502.0;174.0
504.0;164.0
506.0;172.0
508.0;158.0
510.0;149.0
512.0;156.0
514.0;137.0
516.0;151.0
518.0;129.0
520.0;104.0
522.0;86.0
524.0;87.0
526.0;81.0
528.0;75.0
530.0;76.0
532.0;80.0
534.0;72.0
536.0;72.0
538.0;60.0
540.0;67.0
542.0;70.0
544.0;61.0
546.0;65.0
548.0;68.0
550.0;58.0
552.0;58.0
554.0;62.0
556.0;56.0
558.0;59.0
560.0;66.0
562.0;56.0
564.0;61.0
566.0;60.0
568.0;65.0
570.0;56.0
572.0;53.0
574.0;46.0
576.0;55.0
578.0;54.0
580.0;52.0
582.0;44.0
584.0;44.0
586.0;58.0
588.0;37.0
590.0;45.0
592.0;45.0
594.0;44.0
596.0;52.0
598.0;57.0
600.0;47.0
602.0;48.0
604.0;47.0
606.0;56.0
608.0;54.0
610.0;48.0
612.0;53.0
614.0;39.0
616.0;53.0
618.0;43.0
620.0;42.0
622.0;47.0
624.0;44.0
626.0;42.0
628.0;48.0
630.0;42.0
632.0;41.0
634.0;39.0
636.0;64.0
638.0;50.0
640.0;45.0
642.0;52.0
644.0;37.0
646.0;36.0
648.0;58.0
650.0;43.0
652.0;32.0
654.0;45.0
656.0;43.0
658.0;39.0
660.0;50.0
662.0;47.0
664.0;56.0
666.0;43.0
668.0;49.0
670.0;46.0
672.0;57.0
674.0;48.0
676.0;47.0
678.0;45.0
680.0;45.0
682.0;43.0
684.0;47.0
686.0;47.0
688.0;46.0
690.0;42.0
692.0;45.0
694.0;43.0
696.0;46.0
698.0;54.0
700.0;48.0
