350.0;23.0
355.0;13.0
360.0;19.0
365.0;25.0
370.0;20.0
375.0;12.0
380.0;26.0
385.0;18.0
390.0;23.0
395.0;22.0
400.0;21.0
405.0;18.0
410.0;33.0
415.0;45.0
420.0;97.0
425.0;136.0
430.0;239.0
435.0;304.0
440.0;398.0
445.0;426.0
450.0;430.0
455.0;552.0
460.0;564.0
465.0;609.0
470.0;653.0
475.0;694.0
480.0;731.0
485.0;697.0
490.0;645.0
495.0;699.0
500.0;636.0
505.0;628.0
510.0;623.0
515.0;660.0
520.0;575.0
525.0;562.0
530.0;537.0
535.0;459.0
540.0;408.0
545.0;381.0
550.0;343.0
555.0;332.0
560.0;342.0
565.0;278.0
570.0;285.0
575.0;290.0
580.0;244.0
585.0;197.0
590.0;201.0
595.0;185.0
600.0;184.0
605.0;134.0
610.0;133.0
615.0;124.0
620.0;101.0
625.0;91.0
630.0;65.0
635.0;72.0
640.0;65.0
645.0;59.0
650.0;57.0
655.0;42.0
660.0;34.0
665.0;41.0
670.0;33.0
675.0;15.0
680.0;18.0
685.0;19.0
690.0;33.0
695.0;15.0
700.0;27.0
705.0;34.0
710.0;18.0
715.0;20.0
720.0;19.0
725.0;15.0
730.0;16.0
735.0;16.0
740.0;14.0
