310.0;24.0
300.0;22.5
305.0;24.5
310.0;32.0
315.0;27.0
320.0;27.5
325.0;24.0
330.0;21.0
335.0;27.5
340.0;19.5
345.0;31.5
350.0;34.0
355.0;33.5
360.0;36.5
365.0;58.5
370.0;65.0
375.0;70.0
380.0;90.0
385.0;107.5
390.0;125.5
395.0;152.0
400.0;250.5
405.0;378.5
410.0;468.5
415.0;647.5
420.0;778.5
425.0;863.0
430.0;945.5
435.0;944.0
440.0;986.0
445.0;988.5
450.0;1019.5
455.0;1117.0
460.0;1109.5
465.0;1082.5
470.0;1090.0
475.0;1057.0
480.0;1072.5
485.0;1052.0
490.0;957.0
495.0;967.5
500.0;922.5
505.0;878.0
510.0;883.5
515.0;786.0
520.0;740.0
525.0;641.0
530.0;583.0
535.0;532.5
540.0;502.0
545.0;458.0
550.0;463.5
555.0;351.0
560.0;340.0
565.0;310.0
570.0;293.0
575.0;252.0
580.0;229.5
585.0;206.5
590.0;178.5
595.0;178.5
600.0;143.5
605.0;140.0
610.0;112.0
615.0;106.0
620.0;92.5
625.0;77.0
630.0;70.0
635.0;58.0
640.0;56.5
645.0;53.5
650.0;46.5
655.0;39.0
660.0;28.5
665.0;25.5
670.0;30.0
675.0;27.5
680.0;21.0
685.0;26.0
690.0;26.0
695.0;23.0
