305.0;30.5
300.0;28.5
305.0;27.5
310.0;33.0
315.0;28.5
320.0;34.0
325.0;25.5
330.0;33.0
335.0;33.5
340.0;28.5
345.0;31.5
350.0;35.5
355.0;35.0
360.0;38.5
365.0;46.0
370.0;51.5
375.0;52.0
380.0;61.0
385.0;60.0
390.0;67.0
395.0;63.5
400.0;69.0
405.0;68.0
410.0;63.0
415.0;69.0
420.0;77.5
425.0;82.0
430.0;99.5
435.0;211.0
440.0;460.0
445.0;875.0
450.0;1545.5
455.0;2360.0
460.0;3017.5
465.0;3515.0
470.0;3862.5
475.0;3970.5
480.0;4031.5
485.0;4007.0
490.0;3857.5
495.0;3870.0
500.0;3752.0
505.0;3550.0
510.0;3582.0
515.0;3290.0
520.0;3106.0
525.0;2798.5
530.0;2512.0
535.0;2271.0
540.0;2102.5
545.0;1901.5
550.0;1800.0
555.0;1631.5
560.0;1529.5
565.0;1397.5
570.0;1304.5
575.0;1100.0
580.0;969.5
585.0;844.0
590.0;784.5
595.0;700.0
600.0;609.5
605.0;500.0
610.0;464.5
615.0;412.5
620.0;370.0
625.0;313.0
630.0;258.5
635.0;188.5
640.0;174.0
645.0;158.0
650.0;126.0
655.0;108.0
660.0;93.0
665.0;66.0
670.0;62.5
675.0;50.5
680.0;42.0
685.0;36.0
690.0;31.5
695.0;32.5
